Admitted Patient Care (APC),"The APC data set includes details of episodes of care where the patient is admitted into hospital, which includes regular day or night attending patients.",,,,,,,,,,,
Field,Field name,Format,HES Legacy Field Status (Y/N),Availability,"Restricted field

Access to restricted fields requires the approval of the Independent Group Advising on the Release of Data (IGARD).",Description,Values, Cleaning,Derivations,Table Name,Field is Null. See 'Known Data Item Issues' ,DQ Issue. See 'Known Data Item Issues' 
DIAGNOSIS_SCHEME_IN_USE_,Diagnosis Scheme In Use ,String(2) ,,Not yet available in HES,,"DIAGNOSIS SCHEME IN USE (COMMISSIONING DATA SET) is the same as attribute DIAGNOSIS SCHEME IN USE for the Commissioning Data Sets.

DIAGNOSIS SCHEME IN USE is used in the Clinical Information Group of the Commissioning Data Set to denote the code scheme basis of the Diagnosis.",02 = ICD-10,,,,,
DISCHARGED_TO_NHS_AT_HOME,Discharged To Nhs At Home Service Indicator,String(1),,Not yet available in HES,,An indication of whether a PATIENT was discharged from a Hospital Provider Spell to an NHS At Home Service.,"Y = Yes - Discharged to NHS at Home Service
N = No - Not discharged to NHS at Home Service
9 = Not known whether the patient was discharged at NHS at Home Service",,,,,
EARLIEST_APPROPRIATE_DATE,Earliest Clinically Appropriate Date,Date(YYYY-MM-DD),,Not yet available in HES,,The earliest DATE that it was clinically appropriate for an ACTIVITY to take place.,YYYY-MM-DD = Earliest Clinically Appropriate Date,,,,,
EMED_ASSESSMENT_REQUIRED,Emed3 Fit Note Follow Up Assessment Required Indicator,String(1),,Not yet available in HES,,An indication of whether a follow up CARE CONTACT is required at the end of the eMED3 Fit Note Applicable Period.,"Y = Yes - A Follow Up Care Contact is required at the end of the Emed3 Fit Note Applicable Period
N = No - A Follow Up Care Contact is not required at the end of the Emed3 Fit Note Applicable Period",,,,,
EMED3_ASSESSMENT_DATE,Emed3 Fit Note Assessment Date,Date(YYYY-MM-DD),,Not yet available in HES,,An eMED3 Fit Note Assessment Date is the date on which a PATIENT was assessed as requiring an eMED3 Fit Note.,YYYY-MM-DD = Emed3 Fit Note Assessment Date,,,,,
EMED3_CONDITION,Emed3 Fit Note Condition (Snomed Ct Expression),String(6-40000),,Not yet available in HES,,EMED3 FIT NOTE CONDITION (SNOMED CT EXPRESSION) is a structured combination of one or more SNOMED CT® concept identifiers which are used to describe the reason that a CARE PROFESSIONAL issued an eMED3 Fit Note for a PATIENT.,6an - 4000an = Emed Fit Note Condition,,,,,
EMED3_DIAGNOSIS,Emed3 Fit Note Diagnosis (Icd),String(6),,Not yet available in HES,,EMED3 FIT NOTE DIAGNOSIS (ICD) is the International Classification of Diseases (ICD) code used to describe the reason that a CARE PROFESSIONAL issued an eMED3 Fit Note for a PATIENT.,6an - 4an = Diagnosis ,,,,,
EMED3_DURATION,Emed3 Fit Note Duration,String(3),,Not yet available in HES,,EMED3 FIT NOTE DURATION is the number of days duration of an eMED3 Fit Note Applicable Period.,"max 3an= Emed3
999 = Emed3 Fit Note Is For an Indefinite Period",,,,,
EMED3_END_DATE,Emed3 Fit Note End Date,Date(YYYY-MM-DD),,Not yet available in HES,,EMED3 FIT NOTE END DATE is the date that the eMED3 Fit Note Applicable Period ended.,YYYY-MM-DD = Emed3 Fit Note End Date,,,,,
EMED3_FIT_NOTE_ISSUER,Emed3 Fit Note Issuer,String(2) ,,Not yet available in HES,,"The type of care professional who issued the fit note.

Note: This item has not been approved by the Data Alliance Partnership Board. It has been introduced to provide advance notice to data providers and system suppliers of the intention to report this item at a later date. This item should not be submitted until further development by NHS England has been undertaken.",2an = EMED3 Fit Note Issuer,,,,,
EMED3_RECORDED_DATE,Emed3 Fit Note Recorded Date,Date(YYYY-MM-DD),,Not yet available in HES,,An eMED3 Fit Note Recorded Date is the date on which a record of an eMED3 Fit Note issued to a PATIENT was recorded on the Health Care Provider's ELECTRONIC HEALTH RECORD.,YYYY-MM-DD = Emed3 Fit Note Recorded Date,,,,,
EMED3_START_DATE,Emed3 Fit Note Start Date,Date(YYYY-MM-DD),,Not yet available in HES,,EMED3 FIT NOTE START DATE is the date that the eMED3 Fit Note Applicable Period commenced.,YYYY-MM-DD = Emed3 Fit Note Start Date,,,,,
ETHNIC_CATEGORY_2021,Ethnic Category 2021,String(3),,Not yet available in HES,,"The ethnicity of a PERSON, as specified by the PERSON.

ETHNIC CATEGORY 2021 is the classification used for the 2021 census.

Note: This item has not been approved by the Data Alliance Partnership Board. It has been introduced to provide advance notice to data providers and system suppliers of the intention to report this item at a later date. This item should not be submitted until further development by NHS England has been undertaken.",max 3an = Ethnic Category 2021,,,,,
FINDING,Finding  (Snomed Ct),String(4-6000),,Not yet available in HES,,FINDING (SNOMED CT EXPRESSION) is a structured combination of one or more SNOMED CT® concept identifiers which are used to describe a Finding.,Min 6an and max 4000an = Finding,,,,,
LAST_EPISODE_IN_SPELL,Last Episode In Spell Indicator Code,String(1),,Not yet available in HES,,An indication of whether the consultant episode is the final episode in the Hospital Provider Spell.,"1 = This episode is the last episode in the Hospital Provider Spell
2 = The episode is not the last episode in the Hospital Provider Spell
9 = Not Known",,,,,
LATEST_APPROPRIATE_DATE,Latest Clinically Appropriate Date,Date(YYYY-MM-DD),,Not yet available in HES,,"For the Commissioning Data Sets, LATEST CLINICALLY APPROPRIATE DATE is the latest date by which the PATIENT should next be reviewed for the purposes of follow up consultation, Clinical Investigation or further management, in order to maintain a reasonable margin of clinical safety, as judged by the responsible CARE PROFESSIONAL.",YYYY-MM-DD = Latest Clinically Appropriate Date,,,,,
LENGTH_OF_STAY_ADJUSTMENT,Length Of Stay Adjustment (Rehabilitation),Number,,Not yet available in HES,,"The total number of days within a Consultant Episode (Hospital Provider) that a discrete period of Rehabilitation occurred, which requires an adjustment to the total length of stay for Payment by Results purposes.

The LENGTH OF STAY ADJUSTMENT should be calculated using the Payment by Results rules (i.e. count of midnights). The LENGTH OF STAY ADJUSTMENT REASON should also be recorded. 

Where several discrete periods of applicable activity occur within one Consultant Episode (Hospital Provider), the number of days should be totalled and reported in a single LENGTH OF STAY ADJUSTMENT. Where several discrete periods of applicable activity for the same LENGTH OF STAY ADJUSTMENT REASON occur within one Consultant Episode (Hospital Provider), the number of days under the same LENGTH OF STAY ADJUSTMENT REASON should be totalled and reported in a single LENGTH OF STAY ADJUSTMENT.",max 3an= Length of Stay Adjustment,,,,,
LENGTH_OF_STAY_ADJUSTMENT,Length Of Stay Adjustment (Specialist Palliative Care),Number,,Not yet available in HES,,"The total number of days within a Consultant Episode (Hospital Provider) that a discrete period of Specialist Palliative Care occurred, which requires an adjustment to the total length of stay for Payment by Results purposes.

The LENGTH OF STAY ADJUSTMENT should be calculated using the Payment by Results rules (i.e. count of midnights). The LENGTH OF STAY ADJUSTMENT REASON should also be recorded. 

Where several discrete periods of applicable activity occur within one Consultant Episode (Hospital Provider), the number of days should be totalled and reported in a single LENGTH OF STAY ADJUSTMENT. Where several discrete periods of applicable activity for the same LENGTH OF STAY ADJUSTMENT REASON occur within one Consultant Episode (Hospital Provider), the number of days under the same LENGTH OF STAY ADJUSTMENT REASON should be totalled and reported in a single LENGTH OF STAY ADJUSTMENT.",max 3an= Length of Stay Adjustment (Specialist Palliative Care),,,,,
ORGANISATION_LOCAL_PATIENT_IDENTIFIER,Organisation Identifier (Local Patient Identifier),String(5),,Not yet available in HES,,Organisation Identifier ( Local Patient Identifier) is the Organisation Identifier of the Organisation that assigned the Local Patient Identifier.,3an - 5an = Organisation Identifier ( Local Patient Identifier) ,,,,,
LOCAL_SUB-SPECIALTY_CODE,Local Sub-Specialty Code,String(8),,Not yet available in HES,,A unique identifier for a LOCAL SUB-SPECIALTY.,max an8 = Local Sub-Specialty Code,,,,,
NHS_SERVICE_AGREEMENT_IDENTIFIER,NHS Service Agreement Identifier,String(20),,Not yet available in HES,,"The unique identifier of an NHS SERVICE AGREEMENT. 

The NHS SERVICE AGREEMENT IDENTIFIER is issued by the ORGANISATION acting as commissioner of a SERVICE.

This field is being mapped back into CSNUM (Commissioning Serial Number) for HES continuity.",max 20an = Nhs Service Agreement Identifier,,,,,
NHS_SERVICE_AGREEMENT_LINE_IDENTIFIER,NHS Service Agreement Line Identifier,String(20),,Not yet available in HES,,A number (alphanumeric) to provide a unique identifier for a line within a NHS SERVICE AGREEMENT.,max 20an = Nhs Service Agreement Line Identifier,,,,,
NIGHT_PERIOD_AVAILABILITY,Ward Intended Night Period Availability,String(1),,Not yet available in HES,,"The number of night periods in a week that it is intended that a WARD should be available, as indicated in the WARD OPERATIONAL PLAN.

Where a WARD is closed, the WARD INTENDED NIGHT PERIOD AVAILABILITY will be National Code 'Zero days'.","0 = Zero Days
1 = One Day
2 = Two Days
3 = Three Days
4 = Four Days
5 = Five Days
6 = Six Days
7 = Seven Days",,,,,
OBSERVATION,Observation,String(4-6000),,Not yet available in HES,,OBSERVATION (SNOMED CT EXPRESSION) is a structured combination of one or more SNOMED CT® concept identifiers which are used to describe an Observable Entity.,6an - 4000an = Observation,,,,,
OBSERVATION_VALUE,Observation Value,String(10),,Not yet available in HES,,The numeric value resulting from a clinical OBSERVATION.,max 10an = Observation Value,,,,,
OVERSEAS_VISITOR_APPLICABLE_FROM,Overseas Visitor Charging Category Applicable From Date,Date(YYYY-MM-DD),,Not yet available in HES,,OVERSEAS VISITOR CHARGING CATEGORY APPLICABLE FROM DATE is the date when the OVERSEAS VISITOR CHARGING CATEGORY was applicable from.,YYYY-MM-DD = Overseas Visitor Charging Category Applicable From Date,,,,,
OVERSEAS_VISITOR_CATEGORY,Overseas Visitor Charging Category,String(1),,Not yet available in HES,,The charging category relating to an OVERSEAS VISITOR STATUS.,"A = Standard NHS-funded PATIENT
B = Immigration Health Surcharge payee
C = Charge-exempt Overseas Visitor (European Economic Area)
D = Chargeable European Economic Area PATIENTE = Charge-exempt Overseas Visitor (non-European Economic Area)
F = Chargeable non-European Economic Area PATIENT
P = Decision Pending on OVERSEAS VISITOR CHARGING CATEGORY
9 = Not Known (Not Recorded)",,,,,
OVERSEAS_VISITOR_CHARGING_END,Overseas Visitor Charging Category Applicable End Date,Date(YYYY-MM-DD),,Not yet available in HES,,OVERSEAS VISITOR CHARGING CATEGORY APPLICABLE END DATE is the date when the OVERSEAS VISITOR CHARGING CATEGORY was applicable until.,YYYY-MM-DD = Overseas Visitor Charging Category Applicable End Date,,,,,
PATIENT_FAMILY_NAME,Patient Family Name,String(35),,Not available in HES,,PATIENT FAMILY NAME is the PERSON FAMILY NAME of the PATIENT.,max an35 = Patient family name,,,,,
PATIENT_FULL_NAME,Patient Full Name,String(70),,Not available in HES,,"PATIENT FULL NAME is the same as attribute PERSON NAME WORD TEXT.
PATIENT FULL NAME is the preferred PERSON FULL NAME of the PATIENT.

PERSON FULL NAME is an unstructured concatenation of some or all of the PERSON TITLE, PERSON GIVEN NAME, PERSON FAMILY NAME and PERSON NAME SUFFIX elements, or other elements that make up a PERSON's full name.",max 70an = Patient full name,,,,,
PATIENT_GIVEN_NAME,Patient Given Name,String(35),,Not available in HES,,PATIENT GIVEN NAME is the PERSON GIVEN NAME of the PATIENT.,max an35 = Patient given name,,,,,
PATIENT_INITIALS,Patient Initials ,String(35),,Not available in HES,,PATIENT INITIALS is the PERSON INITIALS of the PATIENT.,max an35 = Patient initials,,,,,
PATIENT_NAME_SUFFIX,Patient Name Suffix,String(35),,Not available in HES,,PATIENT NAME SUFFIX is the PERSON NAME SUFFIX of the PATIENT.,max an35 = Patient name suffix,,,,,
PATIENT_TITLE,Patient Title,String(35),,Not available in HES,,PATIENT TITLE is the PERSON TITLE of the PATIENT.,max an35 = Patient title,,,,,
PATIENT_USUAL_ADDRESS_STRUCTURED,Patient Usual Address (Structured),String(35),,Not available in HES,,"PATIENT USUAL ADDRESS (STRUCTURED) consist of up to five address lines of 35 characters where each line is left justified as a specific data element.

The format of 5 lines of an35 conforms to ADDRESS FORMAT TYPE 'Unstructured Format'. The format refers to the physical layout of the ADDRESS, not the logical layout, and does not require intelligent intervention when splitting the text string into lines.",max an35 = Patient Usual Address (Structured),,,,,
PATIENT_USUAL_ADDRESS_UNSTRUCTURED,Patient Usual Address (Unstructured),String(175),,Not available in HES,,"PATIENT USUAL ADDRESS (UNSTRUCTURED) is the usual ADDRESS nominated by the PATIENT, where the ADDRESS ASSOCIATION TYPE is 'Main Permanent Residence' or 'Other Permanent Residence'.

To denote an unstructured ADDRESS, i.e. an ADDRESS consisting of up to five contiguous data elements of 35 characters representing a 175 character string.",max an175 = Patient Usual Address (Unstructured),,,,,
PERSON_MARITAL_STATUS,Person Marital Status,String(1),,Not available in HES,,"The patient's marital status where the consultant's specialty (MAINSPEF) is one of the psychiatric specialties.  Although the numerical codes were retired on 1/10/2006, these  continued to flow until March 2009 so both sets of codes are seen until this date.","From 1/10/2006 onwards: 
S = Single 
M = Married/Civil Partner 
D = Divorced/Person whose Civil Partnership has been dissolved 
W = Widowed/Surviving Civil Partner 
P = Separated 
N = Not disclosed. 
8 = Not applicable
9 = Not known

Prior to 1/10/2006: 
1 = Single 
2 = Married, including separated 
3 = Divorced 
4 = Widowed 
8 = Not applicable
9 = Not known",,,,,
PERSON_SCORE,Person Score,String(5),,Not yet available in HES,,The score taken from an ASSESSMENT TOOL.,max 5an = Person Score,,,,,
PRESENT_ON_ADMISSION_INDICATOR,Present On Admission Indicator,String(1),,Not yet available in HES,,"An indication of whether a PATIENT DIAGNOSIS was already present when the PATIENT started a Hospital Provider Spell.

Note: PRESENT ON ADMISSION INDICATOR is only required for PATIENTS with a PATIENT DIAGNOSIS relating to a pre-existing Pressure Ulcer or Venous Thromboembolism (VTE) before admission to a Health Care Provider, recorded as an ICD-10 CODE.","Y = Patient Diagnosis Already Present
N = Patient Diagnosis Not Already Present
8 = Not Applicable (Indication Of This Patient Diagnosis On Admission Not Required Nationally)
9 = Not Known Where The Patient Diagnosis Was Present On Admission",,,,,
